Time Stamp,Ignition Advance," RPM",AuxInput," AFM (V)",DME Voltage (V)," IAT (F)"," ECT (F)",Throttle Switch," ICV (%)",Fly. Mark (Errors),Fly. RPM (Errors),Fly. Tooth (Count),Flywheel Vehicle," NBO2 (V)",NBO2 Digital," FQS"," BAP (PSI)"," MAP (PSI)"," WBO2 (AFR)"," WBO2 (Lamda)",Ign. Dwell (ms),Inj. Pulse (ms),Fuel Pump,DME Program,Codeing Plug,AC Comp.
01:15:50:349410,8.30,866,Disabled,1.11,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:50:365025,6.92,857,Disabled,1.11,13.81,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:380648,6.92,857,Disabled,1.11,13.81,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:396264,6.92,880,Disabled,1.11,13.81,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.4,ON,28 Pin,Removed,OFF
01:15:50:411884,6.92,880,Disabled,1.11,13.83,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.5,ON,28 Pin,Removed,OFF
01:15:50:427505,6.92,879,Disabled,1.11,13.83,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.5,ON,28 Pin,Removed,OFF
01:15:50:443124,8.30,879,Disabled,1.11,13.83,9,67,Idle,60.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:458744,8.30,878,Disabled,1.11,13.83,9,67,Idle,60.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:474364,8.30,878,Disabled,1.11,13.83,9,67,Idle,60.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:489984,8.30,873,Disabled,1.11,13.84,9,67,Idle,60.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:505604,8.30,877,Disabled,1.11,13.84,9,67,Idle,60.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:521224,8.30,877,Disabled,1.11,13.84,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:536844,8.30,874,Disabled,1.11,13.83,9,67,Idle,60.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:552464,8.30,874,Disabled,1.12,13.83,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:568084,6.92,871,Disabled,1.12,13.83,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:583703,6.92,871,Disabled,1.12,13.83,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:599324,6.92,871,Disabled,1.12,13.84,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:614944,6.92,869,Disabled,1.12,13.84,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:630564,6.92,866,Disabled,1.12,13.84,9,67,Idle,60.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:646183,6.92,866,Disabled,1.12,13.82,9,67,Idle,60.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:661804,6.92,866,Disabled,1.12,13.82,9,67,Idle,60.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:677424,6.92,864,Disabled,1.12,13.82,9,67,Idle,60.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:693043,6.92,864,Disabled,1.12,13.82,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:708664,6.92,852,Disabled,1.12,13.82,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:724283,6.92,852,Disabled,1.12,13.82,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:739904,6.92,847,Disabled,1.12,13.82,9,67,Idle,59.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:755525,6.92,847,Disabled,1.12,13.82,9,67,Idle,59.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:771144,6.92,847,Disabled,1.12,13.82,9,67,Idle,59.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:50:786763,8.30,854,Disabled,1.12,13.84,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:802383,8.30,854,Disabled,1.12,13.85,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:818006,8.30,849,Disabled,1.12,13.84,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:833623,8.30,849,Disabled,1.12,13.84,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:849243,8.30,849,Disabled,1.12,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:864864,8.30,849,Disabled,1.12,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:880484,8.30,849,Disabled,1.12,13.82,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:896104,8.30,844,Disabled,1.12,13.82,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:911725,8.30,840,Disabled,1.12,13.82,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:927345,8.30,840,Disabled,1.12,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:942964,8.30,848,Disabled,1.12,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:958584,8.30,848,Disabled,1.12,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:974204,8.30,848,Disabled,1.12,13.83,9,67,Idle,59.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:989823,6.92,848,Disabled,1.12,13.82,9,67,Idle,59.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:005443,6.92,844,Disabled,1.12,13.82,9,67,Idle,59.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:021063,6.92,844,Disabled,1.12,13.82,9,67,Idle,59.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:036683,6.92,844,Disabled,1.12,13.82,9,67,Idle,59.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:052303,6.92,842,Disabled,1.13,13.82,9,67,Idle,59.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:067923,6.92,846,Disabled,1.13,13.82,9,67,Idle,58.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:083545,6.92,846,Disabled,1.13,13.83,9,67,Idle,58.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.6,ON,28 Pin,Removed,OFF
01:15:51:099166,6.92,840,Disabled,1.13,13.83,9,67,Idle,58.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:114783,6.92,835,Disabled,1.13,13.84,9,67,Idle,58.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:130403,6.92,825,Disabled,1.12,13.84,9,67,Idle,58.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.7,2.6,ON,28 Pin,Removed,OFF
01:15:51:146023,6.92,825,Disabled,1.12,13.84,9,67,Idle,58.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.6,ON,28 Pin,Removed,OFF
01:15:51:161643,6.92,825,Disabled,1.12,13.84,9,67,Idle,58.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:177263,6.92,830,Disabled,1.12,13.84,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:192883,6.92,830,Disabled,1.12,13.84,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:208503,6.92,833,Disabled,1.12,13.83,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:224125,6.92,833,Disabled,1.12,13.83,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:239743,6.92,833,Disabled,1.12,13.84,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:255364,6.92,833,Disabled,1.12,13.84,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.5,ON,28 Pin,Removed,OFF
01:15:51:270983,6.92,836,Disabled,1.11,13.84,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.5,ON,28 Pin,Removed,OFF
01:15:51:286603,6.92,837,Disabled,1.11,13.83,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.5,ON,28 Pin,Removed,OFF
01:15:51:302223,6.92,838,Disabled,1.11,13.83,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.7,2.5,ON,28 Pin,Removed,OFF
01:15:51:317843,6.92,823,Disabled,1.11,13.82,9,67,Idle,58.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:333463,6.92,823,Disabled,1.11,13.82,9,67,Idle,58.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:349083,8.30,840,Disabled,1.11,13.82,9,67,Idle,58.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:364703,8.30,840,Disabled,1.10,13.83,9,67,Idle,58.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:380323,8.30,840,Disabled,1.10,13.83,9,67,Idle,57.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:395943,8.30,825,Disabled,1.10,13.82,9,67,Idle,57.9,1,1,130,944 NA,0.46,Lean,0,12.5,Disabled,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:51:411564,8.30,825,Disabled,1.10,13.84,9,67,Idle,57.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,2.5,ON,28 Pin,Removed,OFF
01:15:51:427184,6.92,839,Disabled,1.10,13.83,9,67,Idle,57.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,2.5,ON,28 Pin,Removed,OFF
01:15:51:442803,6.92,839,Disabled,1.10,13.83,9,67,Idle,57.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,2.5,ON,28 Pin,Removed,OFF
01:15:51:458424,6.92,845,Disabled,1.10,13.83,9,67,Idle,57.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.5,ON,28 Pin,Removed,OFF
01:15:51:474043,6.92,845,Disabled,1.10,13.83,9,67,Idle,57.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:51:489663,5.53,845,Disabled,1.10,13.83,9,67,Idle,57.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:505283,5.53,835,Disabled,1.10,13.82,9,67,Idle,57.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:520903,5.53,835,Disabled,1.10,13.83,9,67,Idle,57.3,1,1,130,944 NA,0.47,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:536523,5.53,843,Disabled,1.11,13.83,9,67,Idle,57.1,1,1,130,944 NA,0.47,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:552143,5.53,843,Disabled,1.11,13.83,9,67,Idle,57.1,1,1,130,944 NA,0.47,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:51:567764,6.92,839,Disabled,1.11,13.83,9,67,Idle,57.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:583383,6.92,839,Disabled,1.11,13.84,9,67,Idle,57.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:599003,6.92,837,Disabled,1.11,13.84,9,67,Idle,57.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:614626,6.92,837,Disabled,1.11,13.84,9,67,Idle,57.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.6,ON,28 Pin,Removed,OFF
01:15:51:630245,6.92,837,Disabled,1.11,13.83,9,67,Idle,57.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.6,ON,28 Pin,Removed,OFF
01:15:51:645865,6.92,845,Disabled,1.12,13.83,9,67,Idle,56.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:661486,6.92,845,Disabled,1.12,13.83,9,67,Idle,56.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.6,ON,28 Pin,Removed,OFF
01:15:51:677104,6.92,839,Disabled,1.12,13.83,9,67,Idle,56.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.6,ON,28 Pin,Removed,OFF
01:15:51:692723,6.92,839,Disabled,1.12,13.83,9,67,Idle,56.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:51:708343,5.53,836,Disabled,1.12,13.82,9,67,Idle,56.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:723963,5.53,836,Disabled,1.13,13.82,9,67,Idle,56.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:739583,5.53,836,Disabled,1.12,13.81,9,67,Idle,56.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:755203,5.53,851,Disabled,1.12,13.81,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:770824,5.53,849,Disabled,1.12,13.81,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:51:786443,6.92,847,Disabled,1.12,13.83,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:51:802064,6.92,847,Disabled,1.12,13.83,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:51:817683,6.92,847,Disabled,1.12,13.83,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:51:833303,6.92,847,Disabled,1.12,13.83,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:848923,6.92,853,Disabled,1.12,13.82,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:51:864543,6.92,853,Disabled,1.12,13.82,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:51:880163,6.92,851,Disabled,1.12,13.82,9,67,Idle,56.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:895783,6.92,849,Disabled,1.12,13.83,9,67,Idle,55.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:911403,6.92,849,Disabled,1.12,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:927024,5.53,842,Disabled,1.12,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:942643,5.53,842,Disabled,1.12,13.84,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:958263,5.53,855,Disabled,1.12,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:973884,5.53,855,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:51:989503,5.53,844,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:52:005124,5.53,844,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.5,ON,28 Pin,Removed,OFF
01:15:52:020743,5.53,844,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:52:036363,5.53,852,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:52:051983,5.53,852,Disabled,1.11,13.83,9,67,Idle,55.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:52:067604,6.92,852,Disabled,1.11,13.83,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:52:083223,6.92,857,Disabled,1.11,13.83,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:52:098844,6.92,855,Disabled,1.11,13.81,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.4,ON,28 Pin,Removed,OFF
01:15:52:114463,6.92,855,Disabled,1.11,13.83,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.4,ON,28 Pin,Removed,OFF
01:15:52:130083,6.92,855,Disabled,1.11,13.83,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.4,ON,28 Pin,Removed,OFF
01:15:52:145703,6.92,851,Disabled,1.11,13.83,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.4,ON,28 Pin,Removed,OFF
01:15:52:161323,6.92,844,Disabled,1.11,13.82,9,67,Idle,55.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.4,ON,28 Pin,Removed,OFF
01:15:52:176944,6.92,844,Disabled,1.11,13.82,9,67,Idle,55.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:52:192564,6.92,844,Disabled,1.11,13.82,9,67,Idle,55.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:52:208185,8.30,874,Disabled,1.10,13.82,9,67,Idle,55.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:52:223803,8.30,874,Disabled,1.10,13.82,9,67,Idle,55.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:52:239423,8.30,856,Disabled,1.10,13.82,9,67,Idle,55.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:255042,8.30,856,Disabled,1.10,13.83,9,67,Idle,55.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:270663,6.92,853,Disabled,1.10,13.82,9,67,Idle,55.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:286284,6.92,853,Disabled,1.10,13.83,9,67,Idle,54.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:301905,6.92,866,Disabled,1.10,13.82,9,67,Idle,54.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:317525,6.92,866,Disabled,1.10,13.82,9,67,Idle,54.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:333144,6.92,866,Disabled,1.10,13.82,9,67,Idle,54.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:348763,6.92,868,Disabled,1.10,13.82,9,67,Idle,54.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:364382,6.92,869,Disabled,1.09,13.83,9,67,Idle,54.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:52:380003,6.92,864,Disabled,1.09,13.82,9,67,Idle,54.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:52:395623,6.92,864,Disabled,1.09,13.82,9,67,Idle,54.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
